,rank,score,title,type,genres,episodes,producers,trailer,image,description
1770,1771,7.49,The Reincarnation of the Strongest Exorcist in Another World,TV,"['Action', 'Adventure', 'Fantasy']",13,"['KlockWorx', 'Asmik Ace', 'King Records', 'Futabasha', 'Crunchyroll']",https://www.youtube.com/embed/6bYBB5ZF5a8?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1547/125900.jpg,"After the betrayal of his companions, Haruyoshi, the strongest diviner, was on the verge of dying. Hoping to be happy in the next life, he attempted the secret reincarnation technique and was sent to a different world!

Born into a family of magicians, the magic he didn't inherit paled in comparison to his previous abilities as an onmyouji. ""Who needs magic? I'll survive in this world with my old techniques!""

(Source: MAL News)"
1771,1772,7.49,Sarazanmai,TV,"['Action', 'Fantasy', 'Supernatural']",11,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Gentosha Comics']",https://www.youtube.com/embed/_QPnvGdkbnc?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1159/100455.jpg,"After the noble Kappa Kingdom falls to the Otter Empire, the Kappa prince Keppi loses much of his power and becomes helpless against the unseen Kapa-zombies. These zombies plague the world, and are the creations of the Otters and manifestations of people's deepest desires. With no other choice, Keppi must rely on three young boys: Kazuki Yasaka, who must carry a box with him wherever he goes; Enta Jinnai, Kazuki's childhood friend; and Tooi Kuji, a delinquent and a school truant.

By having the mythical organ called a shirikodama removed from them, the boys are able to become Kappa themselves and fight the Kapa-zombies. However, to defeat them, the boys must connect with each other via their minds, bodies, and—most importantly—secrets. As the Kappa Kingdom relies on these boys, they must reveal themselves as they have never done before, all the while learning that connections are fragile and truly precious things.

[Written by MAL Rewrite]
"
1772,1773,7.49,The Prince of Tennis II Specials,Special,"['Comedy', 'Sports']",7,['Nihon Ad Systems'],,https://cdn.myanimelist.net/images/anime/7/39891.jpg,"Shouhei Zenya (The Night Before The Invitation)
Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. 

Kami no Ko vs Koutei (Child of God vs. Emperor)
The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed.

Densetsu wo Tsugusha-tachi (The One That Stands On Top)
In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match.

Shousha no Imi (What it Means to be a Winner)
Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis.

Otoko-tachi no Kizuna (Bonds Between Men)
After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat.

Tenshi to Seijo (Angel and Bible)
The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs.

Himitsu no Ouji-sama (Prince of Secrets)
The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them.

[Written by MAL Rewrite]
"
1773,1774,7.49,Cautious Hero: The Hero Is Overpowered but Overly Cautious,TV,"['Action', 'Adventure', 'Comedy', 'Fantasy']",12,"['AT-X', 'Kadokawa Media House', 'Kadokawa', 'Legs']",https://www.youtube.com/embed/-K4TaXrKHRc?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1715/103419.jpg,"There is a popular saying: ""you can never be too careful."" It is very important to prepare for every situation you may face, even if it seems like an unnecessary waste of time. Also, in games like RPGs, it is good to exceed the level of your enemies to achieve total victory.

These words describe Seiya Ryuuguuin a little too perfectly. After being summoned by the goddess Ristarte to save the world of Gaeabrande from destruction, the hero prepares himself for his noble journey. While this might be normal, he spends a very long time training himself, despite having overpowered stats. He fights weak enemies using his strongest skills and buys excessive amounts of supplies and potions—all to stay safe.

While his attitude may be a bit annoying, it might just be the saving grace of Gaeabrande, especially considering that it is a world where the forces of evil dominate each and every expectation.

[Written by MAL Rewrite]"
1774,1775,7.49,Her Blue Sky,Movie,"['Drama', 'Romance', 'Supernatural']",1,"['Aniplex', 'Fuji TV', 'Toho', 'Kadokawa', 'STORY']",https://www.youtube.com/embed/xhBQyCoE-dg?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1468/102527.jpg,"High school student Aoi Aioi lives with her elder sister, Akane, after a tragic accident took their parents away 13 years ago. Because Akane has since been taking care of her single-handedly, Aoi wants to move to Tokyo after her graduation to relieve her sister's burden and pursue a musical career, inspired by Akane's ex-boyfriend Shinnosuke ""Shinno"" Kanamuro. Shinno was part of a band until he left for Tokyo to become a professional guitarist after the sisters' parents passed away, and he was never to be seen again.

One afternoon, while Aoi practices her bass in a guest house, she gets startled by the 18-year-old version of Shinno from 13 years ago! As if by coincidence, the current 31-year-old Shinno also returns to the town, but he has changed drastically. There are now two Shinno's in existence, but why is the Shinno from the past present?

Sora no Aosa wo Shiru Hito yo revolves around these four individuals as they confront their inner feelings toward each other and make decisions that will affect their lives from here on out.

[Written by MAL Rewrite]"
1775,1776,7.49,That Time I Got Reincarnated as a Slime OAD,OVA,"['Action', 'Adventure', 'Comedy', 'Fantasy']",5,['add some'],,https://cdn.myanimelist.net/images/anime/1230/118297.jpg,"One day, Shuna and Shion are fighting over Rimuru's squishy slime body as usual. Rimuru figures that giving them each a body double of himself would solve the conflict, but when he imagines some of his other friends asking him to do the same for them, he quickly drops that plan. Then he comes up with the idea to make a cushion in the shape of his slime form. He travels around Tempest to see if his friends know of any good materials he can use, and he learns that a special type of sand found along a lake shore in the forest is exactly what he's looking for. So he sets out to collect some sand... but a monster is waiting for him by the lake! What's more, Milim hears about his plan for a picnic and comes racing down from the sky!

(Source: Crunchyroll)"
1776,1777,7.49,The Perfect World,Music,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1336/90731.jpg,"The official music video for B: The Beginning's ending theme song The Perfect World, performed by Marty Friedman and featuring Jean-Ken Johnny and KenKen. The music video was released on the music producer Avex's official YouTube channel, and it promotes the anime's image album soundtrack which went on sale on March 7, 2018—five days after the anime was released."
1777,1778,7.49,Captain Harlock: Arcadia of my Youth,Movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",1,['add some'],https://www.youtube.com/embed/jiv8OJBNscE?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/3/52037.jpg,"Earth has been conquered by the evil Illumidus Empire, with parallels drawn to the U.S. post World War II occupation of Japan. Captain Harlock with a group that will become his life long friends begin their fight against this tyranny visited upon the planet Earth, with no regard to the costs the struggle will have on them, caring only for the ideal of restoring freedom to the people of Earth.

(Source: ANN)"
1778,1779,7.49,Yao Shen Ji 3rd Season,ONA,"['Action', 'Adventure', 'Fantasy', 'Romance']",40,['bilibili'],,https://cdn.myanimelist.net/images/anime/1134/95151.jpg,Third season of Yao Shen Ji.
1779,1780,7.49,Yawara!,TV,"['Comedy', 'Drama', 'Romance', 'Sports']",124,['Kitty Films'],,https://cdn.myanimelist.net/images/anime/4/44864.jpg,"High school student Yawara Inokuma lives a completely happy and ordinary life. She aspires to an average lifestyle as a delicate young lady with a handsome boyfriend in the near future.

Unfortunately for Yawara, she has an undesirable prodigious talent in Judo, a modern martial art that is neither feminine nor fashionable. Moreover, Yawara is the only granddaughter of the seventh dan Judo master Jigorou Inokuma, who expects her to become a Japanese Judoka superstar of the '90s.

Yawara cautiously hides her strength from everyone to maintain a normal reputation but is often pushed to situations when she must exercise her Judo skills. Observing Yawara's immense potential from the shadows, Kousaku Matsuda, a sports reporter from a substandard paper, is willing to do everything he can to bring her into the limelight.

[Written by MAL Rewrite]
"
1780,1781,7.49,Yu☆Gi☆Oh! The Dark Side of Dimensions,Movie,"['Comedy', 'Drama', 'Romance', 'Sports']",1,"['TV Tokyo', 'Nihon Ad Systems', 'Shueisha', 'Konami Digital Entertainment', 'Konami Cross Media NY']",https://www.youtube.com/embed/dhLfAM6KCTU?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/12/77614.jpg,"Obsessed with revenge against the King of Games, Seto Kaiba commences an excavation in Egypt to find the fragments of the Millennium Puzzle, which once retained the spirit of the ""counterpart Yuugi."" However, a cloaked man steals two pieces of the Puzzle and disappears before it could be reconstructed. Meanwhile, now in their final year of high school, Yuugi Mutou and his friends plan for their futures, unaware of the danger lurking close by. 

Yu☆Gi☆Oh! The Dark Side of Dimensions tells the tale of vindictive forces distorting reality in whatever way they please. Will Seto and Yuugi move past their differences and save the world, or will Seto's own greed get the better of him?

[Written by MAL Rewrite]"
1781,1782,7.49,Zipang,Movie,"['Action', 'Drama', 'Sci-Fi']",26,"['Marvelous', 'TBS']",,https://cdn.myanimelist.net/images/anime/13/75740.jpg,"Mirai, an improved Kongou-class Aegis guided missile destroyer, is one of the newest and most advanced ships in the entire Japanese Self Defense Force (SDF). Her crew, also one of the newest, is lead by Capt. Umezu Saburo and Executive Officer Kadomatsu Yosuke. While running scheduled training exercises one day, Mirai encounters a fierce storm that throws their navigation systems into temporary disarray. After a few minutes of recovery, the crew is shocked to discover that they've been transported back in time to June 4, 1942—The Battle of Midway, during World War II. Letting history take its course for this battle, they manage to avoid the conflict firsthand and make a vow to remain anonymous, changing history as little as possible. However, when the crew comes across the dying Lt. Commander Kusaka Takumi, XO. Kadomatsu's instincts to save lives takes over, changing the course of history more than he could've imagined.

(Source: ANN)"
1782,1783,7.48,Yamiyo,Music,"['Action', 'Drama', 'Sci-Fi']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1389/101642.jpg,"Official music video for Eve's song Yamiyo, the song was used as the second ED to the Dororo TV series. The song was on EVE's digital album release the following day."
1783,1784,7.48,Yowamushi Pedal: Limit Break,TV,"['Action', 'Drama', 'Sci-Fi']",25,"['TV Tokyo', 'MediaNet', 'TOHO animation', 'Akita Shoten', 'NHK Enterprises']",https://www.youtube.com/embed/N9niwk3yDnI?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1592/131685.jpg,"Unable to achieve the desired results on the first and second days of the Inter-High competition, members of the Souhoku High Bicycle Racing Club use their frustration as motivation to perform better on the final day of the race. However, it is easier said than done as they are up against the overwhelming talent of Hakone Academy and the shrewd strategies of Kyoto Fushimi High.

Despite the challenge, Souhoku members are not disheartened by the obstacles that they need to overcome. After all, no matter what their opponents try, Souhoku will have the last laugh as long as they are the first to cross the finish line.

[Written by MAL Rewrite]"
1784,1785,7.48,Yu-Gi-Oh!,TV,"['Action', 'Adventure', 'Fantasy']",224,"['Nihon Ad Systems', 'Konami Cross Media NY']",,https://cdn.myanimelist.net/images/anime/3/77055.jpg,"Yuugi Mutou is a naïve and lonely high school student who is fascinated by games. While staying with his grandfather, the owner of a game shop, he comes across an ancient Egyption relic known as the ""Millennium Puzzle."" Rumored to grant any wish to those who solve the Puzzle, Yuugi becomes determined to solve it to wish for some friends. After years of struggling, Yuugi manages to complete the puzzle and mysteriously finds that his wish has been fulfilled.

Meanwhile, a new card game known as ""Duel Monsters"" starts rising in popularity. In this game, players called duelists fight against each other with ""monsters"" by using magic and trap cards to foil their opponent's plans. Yuugi quickly becomes skilled at the game and lives a peaceful life with his newfound friends.

However, Yuugi's peace is short-lived. The undefeated duelist and egocentric billionaire Seto Kaiba suddenly abducts Yuugi's grandfather, forcing him to duel against the rare ""Blue Eyes White Dragon'' card. Yuugi is thrown into a new world of fierce battles and the stakes continue to rise as dark forces interfere from the shadows. After unexpectedly defeating Kaiba with the help of his ""other self""—the spirit of a nameless pharaoh—contained in the puzzle, he unofficially becomes the top duelist known as ""The King of Games."" However, this new title will attract covetousness and Yuugi will have to use all his intelligence and willpower in order to protect what he holds the dearest to him.

[Written by MAL Rewrite]
"
1785,1786,7.48,Unlimited Psychic Squad,TV,"['Action', 'Supernatural']",12,"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']",https://www.youtube.com/embed/pQjWdEUi-98?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/11/44522.jpg,"Kyousuke Hyoubu, an ESPer who was betrayed many years ago, is now one of the most powerful ESPers—and also a fugitive. However, behind that glare lies a kind heart. His main mission is to save ESPers who are mistreated by humans, even if that be by force. Through his methods, he has saved many ESPer lives and gained the loyalty of those he has saved. The name of his group: P.A.N.D.R.A.

(Source: ANN)"
1786,1787,7.48,Place to Place,TV,"['Comedy', 'Romance', 'Slice of Life']",12,"['Pony Canyon', 'TBS', 'DAX Production', 'BS-TBS', 'Jumondo', 'Houbunsha']",https://www.youtube.com/embed/_-kHGNw6HOw?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/5/46489.jpg,"Feelings may come and go, but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend, Io Otonashi. For her, confessing is nearly impossible; but to her friends, they seem to be the perfect match. Cute and petite, Tsumiki comes off more as a friend, and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping, Io always seems to miss the signs. 

Throughout her everyday school life, Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings?

[Written by MAL Rewrite]"
1787,1788,7.48,Ani ni Tsukeru Kusuri wa Nai!,TV,"['Comedy', 'Slice of Life']",12,"['bilibili', 'Tencent Penguin Pictures']",https://www.youtube.com/embed/cmyZYYEqSyI?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1896/129202.jpg,"Shi Miao simply cannot stand her lazy, stupid, and unreliable elder brother Shi Fen, who is one year above her at the same high school. Though the two siblings can only depend on each other, Shi Miao's violent tendencies combined with Shi Fen's knack for causing trouble cause them to fight constantly. And so, Shi Miao can only hope that someone might take her brother away—even though, when push comes to shove, Shi Fen always tries to do what he believes is best for his cute younger sister.

[Written by MAL Rewrite]"
1788,1789,7.48,Another,TV,"['Horror', 'Mystery', 'Supernatural']",12,"['Lantis', 'Kadokawa Shoten', 'Toho', 'KlockWorx', 'Bandai Namco Live Creative', 'NTT Docomo']",https://www.youtube.com/embed/UGoAl3L13bc?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/4/75509.jpg,"In class 3-3 of Yomiyama North Junior High, transfer student Kouichi Sakakibara makes his return after taking a sick leave for the first month of school. Among his new classmates, he is inexplicably drawn toward Mei Misaki—a reserved girl with an eyepatch whom he met in the hospital during his absence. But none of his classmates acknowledge her existence; they warn him not to acquaint himself with things that do not exist. Against their words of caution, Kouichi befriends Mei—soon learning of the sinister truth behind his friends' apprehension.

The ominous rumors revolve around a former student of the class 3-3. However, no one will share the full details of the grim event with Kouichi. Engrossed in the curse that plagues his class, Kouichi sets out to discover its connection to his new friend. As a series of tragedies arise around them, it is now up to Kouichi, Mei, and their classmates to unravel the eerie mystery—but doing so will come at a hefty price.

[Written by MAL Rewrite]
"
1789,1790,7.48,Bobobo-bo Bo-bobo,TV,"['Adventure', 'Comedy', 'Sci-Fi']",76,"['Avex Entertainment', 'Dentsu', 'TV Asahi']",,https://cdn.myanimelist.net/images/anime/6/44540.jpg,"In a futuristic world, the Maruhage Empire is a militant organization out to steal everyone's hair, and thus their freedom. But a brave man with an afro of gold and nose hairs of steel stands up against their tyranny. Bobobo-bo Bo-bobo, trained in the ways of hair, rescues a teenager named Beauty from the grunts of the Maruhage Empire. Together, they start on a journey to defeat Emperor Tsuru Tsurulina IV. As Bo-bobo meets new friends and battles foes along the way, so too does he begin his quest to save all the hairs of the world!

Light-hearted and comical, Bobobo-bo Bo-bobo details a wacky adventure in which Bo-bobo and his companions fight all sorts of villains and deviants within the Maruhage Empire, all the while having a fun and exciting adventure.

[Written by MAL Rewrite]"
1790,1791,7.48,We're Still Underground,Music,"['Adventure', 'Comedy', 'Sci-Fi']",1,['add some'],,https://cdn.myanimelist.net/images/anime/1477/98449.jpg,"Official music video for Eve's song Bokura Mada Underground from their album ""Otogi"" going on sale February 6, 2019."
1791,1792,7.48,Charlotte: The Strong Ones,Special,"['Adventure', 'Comedy', 'Sci-Fi']",1,['Aniplex'],,https://cdn.myanimelist.net/images/anime/1709/98068.jpg,"Takehito Kumagami's clairvoyance leads his group of friends to another child with supernatural powers: Iori Sekiguchi, a mind reader. However, as they try to approach her, they realize her power makes her nearly impossible to pin down. Having been chosen by the club to handle this case, Nao Tomori and Yuu Otosaka must find a way to get around the child's unique ability before it is too late.

[Written by MAL Rewrite]"
1792,1793,7.48,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA,"['Comedy', 'Mystery']",1,"['Shogakukan-Shueisha Productions', 'Tokyo Movie Shinsha']",,https://cdn.myanimelist.net/images/anime/2/21912.jpg,"Another special to accompany the release of the 14th feature film, The Lost Ship in the Sky. Along with a number of previous episodes, the original episode contained within will take place after the events of the film."
1793,1794,7.48,GUNDAM BUILD DIVERS Re:RISE,ONA,"['Action', 'Sci-Fi']",13,"['Sunrise', 'Sotsu']",https://www.youtube.com/embed/kCQp-YIWjAg?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1962/105909.jpg,"The massive beam of light fired from Eldora's moon has completely shattered the BUILD DiVERS' conception of Gunpla Battle Nexus Online (GBN). This has forced Hiroto Kuga and his teammates to reevaluate their mission on Eldora now that they are faced with potentially very real consequences. Despite this, the BUILD DiVERS rejoin the fight against the One-Eyed to protect what they hold dear. In the battle that concerns the fate of both Earth and Eldora, sparks fly as Hiroto is forced to confront his past amidst the revelations of GBN's shocking secrets.

[Written by MAL Rewrite]"
1794,1795,7.48,High School DxD New,TV,"['Action', 'Comedy', 'Romance', 'Ecchi']",12,"['Genco', 'AT-X', 'Fujimi Shobo']",https://www.youtube.com/embed/VzMvEXZbsso?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/12/47729.jpg,"The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New. As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him.

With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.

[Written by MAL Rewrite]"
1795,1796,7.48,Hitoribocchi no Marumaru Seikatsu,TV,"['Comedy', 'Slice of Life']",12,"['Frontier Works', 'Mainichi Broadcasting System', 'Half H.P Studio', 'AT-X', 'CyberStep', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions']",https://www.youtube.com/embed/6mbD6rjdqUM?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1130/99458.jpg,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class.

Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her...

[Written by MAL Rewrite]
"
1796,1797,7.48,Fist of the North Star: Legend of Kenshiro,Movie,"['Comedy', 'Slice of Life']",1,['add some'],,https://cdn.myanimelist.net/images/anime/5/76902.jpg,"Last of the Shin Kyuuseishu Densetsu pentalogy. A prequel set between Kenshiro's defeat at the hands of Shin and the beginning of the manga. 

(Source: Wikipedia)"
1797,1798,7.48,Hoozuki no Reitetsu 2nd Season OVA,OVA,"['Comedy', 'Fantasy', 'Supernatural']",3,['add some'],,https://cdn.myanimelist.net/images/anime/1226/107100.jpg,"Bundled with the limited editions of 29th, 30th, and 31st volumes of the Hoozuki no Reitetsu manga."
1798,1799,7.48,Maid Sama!: It's an Extra!,Special,"['Comedy', 'Fantasy', 'Supernatural']",1,['add some'],,https://cdn.myanimelist.net/images/anime/3/29438.jpg,"Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)""."
1799,1800,7.48,Major 2nd 2nd Season,TV,"['Comedy', 'Fantasy', 'Supernatural']",25,"['Shogakukan-Shueisha Productions', 'NHK']",https://www.youtube.com/embed/wtEUCSPz6Cg?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1025/105319.jpg,"After recovering from the inner struggles he faced in the past, Daigo Shigeno continues to play baseball and is now the captain of Fuurin Private Academy Middle School's baseball team. Alongside Mutsuko Sakura, his classmate from elementary school, he aims to lead the team to glory. However, due to unexpected circumstances, Fuurin's baseball team is left with only six members: Daigo, Mutsuko, Yayoi Sawa, Tao Sagara, Seira Kandori, and Hiromu Tanba. Left with mostly female players and lacking in experience, the team struggles to gain confidence and trust from the new recruits—Akira Nishina, Anita Kabashima, and Chisato Fujii. Facing challenges such as having no proper coach, problematic recruits, and a limited number of members, Daigo's resolution is put to the test as he tries to bring the team together in time to participate in their first ever tournament.

[Written by MAL Rewrite]
"
1800,1801,7.48,Ningen Shikkaku: Director's Cut-ban,Movie,"['Comedy', 'Fantasy', 'Supernatural']",1,['add some'],,https://cdn.myanimelist.net/images/anime/6/24794.jpg,"A theatrical film version of Madhouse's Aoi Bungaku Series anime. The film will re-edit the four episodes based on Osamu Dazai's No Longer Human (Ningen Shikkaku) novel, which have character designs inspired by manga artist and novel illustrator Takeshi Obata. This ""director's cut"" will include new ""navigation"" footage which is being created specifically for the film with narrator Masato Sakai."
1801,1802,7.48,Royal Space Force: The Wings of Honneamise,Movie,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",1,['add some'],https://www.youtube.com/embed/OnjtFjJ3XZY?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1811/112663.jpg,"Shirotsugh ""Shiro"" Lhadatt may be a cadet in the Kingdom of Honneamise's Royal Space Force (RSF), but he has never been in space before—in fact, nobody has. The RSF is often regarded as a failure both by the country's citizens and a government more interested in precipitating a war with a neighboring country than scientific achievement. Following the funeral of a fellow cadet, an unmotivated Shiro is walking in the city one night, when he bumps into Riquinni Nonderaiko, a young, pious woman, genuinely enthusiastic about the significance of space exploration.

As the two gradually bond, Riquinni's encouragement inspires Shiro to volunteer as a pilot for a prospective rocket ship, potentially becoming Honneamise's first man in space. Shiro and the RSF are soon joined by a team of elderly but eager scientists and engineers, and together, they embark on a mission to mold their nation's space program into a success. However, their efforts soon catch the attention of the government, which seems to have a different plan for the RSF in mind. Even as the odds are stacked against them, these men and women continue to stubbornly look to the sky, because somewhere among the frontiers of space may lie humanity's last chance at redemption.

[Written by MAL Rewrite]"
1802,1803,7.48,Re:ZERO -Starting Life in Another World- The Frozen Bond: Manner Movie,Movie,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",1,['White Fox'],,https://cdn.myanimelist.net/images/anime/1599/106827.jpg,A manner movie shown before Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna.
1803,1804,7.48,Saint☆Young Men,OVA,"['Comedy', 'Slice of Life']",2,['add some'],,https://cdn.myanimelist.net/images/anime/3/53249.jpg,"Jesus Christ and Gautama Buddha, the founders of Christianity and Buddhism, are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity, Buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in Japan.

"
1804,1805,7.48,Sekaiichi Hatsukoi: Propose-hen,Movie,"['Boys Love', 'Comedy', 'Drama', 'Romance']",1,['add some'],https://www.youtube.com/embed/KXgDnCxNXnk?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1896/102829.jpg,"Even at their colleagues' wedding, the sparkling members of Marukawa Publishing's Emerald Department stand out. Having been invited to assist in providing entertainment for the guests, Masamune Takano, Ritsu Onodera, Yoshiyuki Hatori, Shouta Kisa, Kanade Mino, as well as Takafumi Yokozawa enjoy the festivities as much as their work allows.

As love blossoms between two individuals, marriage marks a momentous occasion fit for self-reflection. Whether they like it or not, the men of Marukawa need to consider where their own relationships are headed.

[Written by MAL Rewrite]"
1805,1806,7.48,Sugar Sugar Rune,TV,"['Comedy', 'Drama', 'Fantasy']",51,['TV Tokyo Music'],,https://cdn.myanimelist.net/images/anime/5/74728.jpg,"Chocolat Meilleure and Vanilla Mieux are two witches who are pitched in a contest to see who will become the new Queen of the Witch World. They must travel to the Human World and collect the hearts of humans. Whoever collects the most ""human hearts"" wins. Even though they're rivals, the two are still best friends. Join them on this adventure!"
1806,1807,7.48,Tanoshii Muumin Ikka Bouken Nikki,TV,"['Adventure', 'Fantasy', 'Slice of Life']",26,['TV Tokyo'],,https://cdn.myanimelist.net/images/anime/4/11862.jpg,"In the remote and mysterious Moomin Valley live the Moomin trolls, gentle and peaceful creatures. Young Moomin and his family experience many strange adventures, both magical and mundane. Based on the children's stories by Tove Jansson.

(Source: ANN)"
1807,1808,7.48,My Little Monster,TV,"['Comedy', 'Romance']",13,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Kodansha']",https://www.youtube.com/embed/SlD-8h96pDw?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/4/39779.jpg,"Shizuku Mizutani is apathetic toward her classmates, only caring about her grades. However, her cold view of life begins to change when she meets Haru Yoshida, a violent troublemaker who stopped attending class after getting into a fight early in the school year. He is not much different from her, though—he too understands little about human nature and does not have any friends. Much to Shizuku's surprise, he proclaims that she will be his friend and immediately confesses his feelings toward her upon meeting her.

Because of her lack of friends and social interaction, Shizuku has a hard time understanding her relationship with Haru. But slowly, their friendship begins to progress, and she discovers that there is more to Haru than violence. She begins to  develop feelings for him, but is unsure what kind of emotions she is experiencing. Together, Shizuku and Haru explore the true nature of their relationship and emotions.

[Written by MAL Rewrite]"
